Candidate_ID,Name,Predicted_Loss
39,Candidate 39 (Switches: 0010111111),2.3132307529449463
40,Candidate 40 (Switches: 0011001101),2.697626829147339
41,Candidate 41 (Switches: 0011001111),2.642627239227295
42,Candidate 42 (Switches: 0011010101),2.697626829147339
43,Candidate 43 (Switches: 0011010111),2.642627000808716
44,Candidate 44 (Switches: 0011011001),2.827385663986206
45,Candidate 45 (Switches: 0011011011),2.7436587810516357
46,Candidate 46 (Switches: 0011011100),2.827385663986206
47,Candidate 47 (Switches: 0011011101),2.663174867630005
48,Candidate 48 (Switches: 0011011110),2.7436587810516357
49,Candidate 49 (Switches: 0011011111),2.591669797897339
50,Candidate 50 (Switches: 0011101100),2.66707706451416
51,Candidate 51 (Switches: 0011101101),2.5030109882354736
52,Candidate 52 (Switches: 0011101110),2.589597702026367
53,Candidate 53 (Switches: 0011101111),2.4615774154663086
54,Candidate 54 (Switches: 0011110100),2.72526216506958
55,Candidate 55 (Switches: 0011110101),2.626081705093384
56,Candidate 56 (Switches: 0011110110),2.647756814956665
57,Candidate 57 (Switches: 0011110111),2.547057867050171
58,Candidate 58 (Switches: 0011111000),2.7506349086761475
59,Candidate 59 (Switches: 0011111001),2.6260430812835693
60,Candidate 60 (Switches: 0011111010),2.661973714828491
61,Candidate 61 (Switches: 0011111011),2.5458507537841797
62,Candidate 62 (Switches: 0011111100),2.5944664478302
63,Candidate 63 (Switches: 0011111101),2.464623212814331
64,Candidate 64 (Switches: 0011111110),2.518454074859619
65,Candidate 65 (Switches: 0011111111),2.3869900703430176
66,Candidate 66 (Switches: 0100001111),2.372342824935913
67,Candidate 67 (Switches: 0100010111),2.4088377952575684
68,Candidate 68 (Switches: 0100011011),2.5806527137756348
69,Candidate 69 (Switches: 0100011101),2.514521360397339
70,Candidate 70 (Switches: 0100011110),2.600130796432495
71,Candidate 71 (Switches: 0100011111),2.3143794536590576
72,Candidate 72 (Switches: 0100101011),2.540889024734497
73,Candidate 73 (Switches: 0100101101),2.5612881183624268
74,Candidate 74 (Switches: 0100101110),2.5585668087005615
75,Candidate 75 (Switches: 0100101111),2.246431589126587
76,Candidate 76 (Switches: 0100110011),2.5585668087005615
77,Candidate 77 (Switches: 0100110101),2.5612881183624268
78,Candidate 78 (Switches: 0100110110),2.540889024734497
79,Candidate 79 (Switches: 0100110111),2.246431589126587
80,Candidate 80 (Switches: 0100111011),2.372727394104004
81,Candidate 81 (Switches: 0100111101),2.3313605785369873
82,Candidate 82 (Switches: 0100111110),2.372727394104004
83,Candidate 83 (Switches: 0100111111),2.0957305431365967
84,Candidate 84 (Switches: 0101001011),2.735955238342285
85,Candidate 85 (Switches: 0101001101),2.697626829147339
86,Candidate 86 (Switches: 0101001111),2.411216974258423
87,Candidate 87 (Switches: 0101010011),2.6486215591430664
88,Candidate 88 (Switches: 0101010101),2.5612881183624268
89,Candidate 89 (Switches: 0101010111),2.414262533187866
90,Candidate 90 (Switches: 0101011010),2.7275359630584717
91,Candidate 91 (Switches: 0101011011),2.5795412063598633
92,Candidate 92 (Switches: 0101011100),2.655879020690918
93,Candidate 93 (Switches: 0101011101),2.49951434135437
94,Candidate 94 (Switches: 0101011110),2.4676806926727295
95,Candidate 95 (Switches: 0101011111),2.3132307529449463
96,Candidate 96 (Switches: 0101101010),2.66707706451416
97,Candidate 97 (Switches: 0101101011),2.530731439590454
98,Candidate 98 (Switches: 0101101100),2.66707706451416
99,Candidate 99 (Switches: 0101101101),2.5030109882354736
100,Candidate 100 (Switches: 0101101110),2.369654417037964
101,Candidate 101 (Switches: 0101101111),2.2215750217437744
102,Candidate 102 (Switches: 0101110010),2.66707706451416
103,Candidate 103 (Switches: 0101110011),2.589597702026367
104,Candidate 104 (Switches: 0101110100),2.580698013305664
105,Candidate 105 (Switches: 0101110101),2.4943201541900635
106,Candidate 106 (Switches: 0101110110),2.4357128143310547
107,Candidate 107 (Switches: 0101110111),2.3427047729492188
108,Candidate 108 (Switches: 0101111010),2.498882293701172
109,Candidate 109 (Switches: 0101111011),2.3835785388946533
110,Candidate 110 (Switches: 0101111100),2.4258005619049072
111,Candidate 111 (Switches: 0101111101),2.2986416816711426
112,Candidate 112 (Switches: 0101111110),2.2484915256500244
113,Candidate 113 (Switches: 0101111111),2.1251511573791504
114,Candidate 114 (Switches: 0110001011),2.5713441371917725
115,Candidate 115 (Switches: 0110001111),2.4728894233703613
116,Candidate 116 (Switches: 0110010011),2.5585668087005615
117,Candidate 117 (Switches: 0110010111),2.4104151725769043
118,Candidate 118 (Switches: 0110011001),2.608372926712036
119,Candidate 119 (Switches: 0110011010),2.7275359630584717
120,Candidate 120 (Switches: 0110011011),2.501145362854004
121,Candidate 121 (Switches: 0110011101),2.4849655628204346
122,Candidate 122 (Switches: 0110011110),2.6168556213378906
123,Candidate 123 (Switches: 0110011111),2.3725457191467285
124,Candidate 124 (Switches: 0110101001),2.580698013305664
125,Candidate 125 (Switches: 0110101010),2.66707706451416
126,Candidate 126 (Switches: 0110101011),2.435713052749634
127,Candidate 127 (Switches: 0110101101),2.4943201541900635
128,Candidate 128 (Switches: 0110101110),2.589597702026367
129,Candidate 129 (Switches: 0110101111),2.3427047729492188
130,Candidate 130 (Switches: 0110110001),2.667076826095581
131,Candidate 131 (Switches: 0110110010),2.66707706451416
132,Candidate 132 (Switches: 0110110011),2.369654417037964
133,Candidate 133 (Switches: 0110110101),2.5030109882354736
134,Candidate 134 (Switches: 0110110110),2.530731439590454
135,Candidate 135 (Switches: 0110110111),2.2215750217437744
136,Candidate 136 (Switches: 0110111001),2.4258005619049072
137,Candidate 137 (Switches: 0110111010),2.498882293701172
138,Candidate 138 (Switches: 0110111011),2.2484915256500244
139,Candidate 139 (Switches: 0110111101),2.2986416816711426
140,Candidate 140 (Switches: 0110111110),2.3835785388946533
141,Candidate 141 (Switches: 0110111111),2.1251509189605713
142,Candidate 142 (Switches: 0111001001),2.72526216506958
143,Candidate 143 (Switches: 0111001011),2.647756814956665
144,Candidate 144 (Switches: 0111001101),2.626081705093384
145,Candidate 145 (Switches: 0111001111),2.54705810546875
146,Candidate 146 (Switches: 0111010001),2.667076826095581
147,Candidate 147 (Switches: 0111010011),2.589597702026367
148,Candidate 148 (Switches: 0111010101),2.5030109882354736
149,Candidate 149 (Switches: 0111010111),2.4615774154663086
150,Candidate 150 (Switches: 0111011000),2.7506349086761475
151,Candidate 151 (Switches: 0111011001),2.5944664478302
152,Candidate 152 (Switches: 0111011010),2.661973476409912
153,Candidate 153 (Switches: 0111011011),2.5184543132781982
154,Candidate 154 (Switches: 0111011100),2.6260430812835693
155,Candidate 155 (Switches: 0111011101),2.464623212814331
156,Candidate 156 (Switches: 0111011110),2.5458505153656006
157,Candidate 157 (Switches: 0111011111),2.3869900703430176
158,Candidate 158 (Switches: 0111101000),2.6763803958892822
159,Candidate 159 (Switches: 0111101001),2.554325819015503
160,Candidate 160 (Switches: 0111101010),2.5916316509246826
161,Candidate 161 (Switches: 0111101011),2.4713990688323975
162,Candidate 162 (Switches: 0111101100),2.5916316509246826
163,Candidate 163 (Switches: 0111101101),2.4336369037628174
164,Candidate 164 (Switches: 0111101110),2.494971513748169
165,Candidate 165 (Switches: 0111101111),2.3664777278900146
166,Candidate 166 (Switches: 0111110000),2.6763803958892822
167,Candidate 167 (Switches: 0111110001),2.5916316509246826
168,Candidate 168 (Switches: 0111110010),2.5916316509246826
169,Candidate 169 (Switches: 0111110011),2.494971513748169
170,Candidate 170 (Switches: 0111110100),2.554325819015503
171,Candidate 171 (Switches: 0111110101),2.4336371421813965
172,Candidate 172 (Switches: 0111110110),2.4713990688323975
173,Candidate 173 (Switches: 0111110111),2.3664777278900146
174,Candidate 174 (Switches: 0111111000),2.5245962142944336
175,Candidate 175 (Switches: 0111111001),2.394893169403076
176,Candidate 176 (Switches: 0111111010),2.4337189197540283
177,Candidate 177 (Switches: 0111111011),2.312950372695923
178,Candidate 178 (Switches: 0111111100),2.394892930984497
179,Candidate 179 (Switches: 0111111101),2.2593417167663574
180,Candidate 180 (Switches: 0111111110),2.3129501342773438
181,Candidate 181 (Switches: 0111111111),2.1758315563201904
182,Candidate 182 (Switches: 1000001111),2.748276472091675
183,Candidate 183 (Switches: 1000010111),2.748276472091675
184,Candidate 184 (Switches: 1000011011),3.99167537689209
185,Candidate 185 (Switches: 1000011101),2.968130350112915
186,Candidate 186 (Switches: 1000011110),3.99167537689209
187,Candidate 187 (Switches: 1000011111),2.8283703327178955
188,Candidate 188 (Switches: 1000100111),2.4169368743896484
189,Candidate 189 (Switches: 1000101111),2.2800726890563965
190,Candidate 190 (Switches: 1000110011),2.715074062347412
191,Candidate 191 (Switches: 1000110101),2.6455600261688232
192,Candidate 192 (Switches: 1000110110),2.6277174949645996
193,Candidate 193 (Switches: 1000110111),2.3801729679107666
194,Candidate 194 (Switches: 1000111011),2.658139228820801
195,Candidate 195 (Switches: 1000111101),2.5974669456481934
196,Candidate 196 (Switches: 1000111110),2.6525747776031494
197,Candidate 197 (Switches: 1000111111),2.37721848487854
198,Candidate 198 (Switches: 1001000111),2.615056037902832
199,Candidate 199 (Switches: 1001001110),2.715074062347412
200,Candidate 200 (Switches: 1001001111),2.5403480529785156
201,Candidate 201 (Switches: 1001010011),2.7831761837005615
202,Candidate 202 (Switches: 1001010101),2.6455600261688232
203,Candidate 203 (Switches: 1001010111),2.5591087341308594
204,Candidate 204 (Switches: 1001011010),3.795311689376831
205,Candidate 205 (Switches: 1001011011),3.653451442718506
206,Candidate 206 (Switches: 1001011100),2.8766028881073
207,Candidate 207 (Switches: 1001011101),2.7492587566375732
208,Candidate 208 (Switches: 1001011110),2.796374559402466
209,Candidate 209 (Switches: 1001011111),2.6359829902648926
210,Candidate 210 (Switches: 1001100110),2.4668939113616943
211,Candidate 211 (Switches: 1001100111),2.3995261192321777
212,Candidate 212 (Switches: 1001101110),2.3245747089385986
213,Candidate 213 (Switches: 1001101111),2.186981201171875
214,Candidate 214 (Switches: 1001110010),2.6209890842437744
215,Candidate 215 (Switches: 1001110011),2.603611707687378
216,Candidate 216 (Switches: 1001110100),2.490476369857788
217,Candidate 217 (Switches: 1001110101),2.477937936782837
218,Candidate 218 (Switches: 1001110110),2.408162832260132
219,Candidate 219 (Switches: 1001110111),2.3629040718078613
220,Candidate 220 (Switches: 1001111010),2.644763708114624
221,Candidate 221 (Switches: 1001111011),2.5390119552612305
222,Candidate 222 (Switches: 1001111100),2.53125
223,Candidate 223 (Switches: 1001111101),2.428098440170288
224,Candidate 224 (Switches: 1001111110),2.4456498622894287
225,Candidate 225 (Switches: 1001111111),2.3115007877349854
226,Candidate 226 (Switches: 1010000111),2.615056037902832
227,Candidate 227 (Switches: 1010001101),2.6455600261688232
228,Candidate 228 (Switches: 1010001110),2.7831761837005615
229,Candidate 229 (Switches: 1010001111),2.5591087341308594
230,Candidate 230 (Switches: 1010010011),2.715074062347412
231,Candidate 231 (Switches: 1010010111),2.5403480529785156
232,Candidate 232 (Switches: 1010011001),2.8766028881073
233,Candidate 233 (Switches: 1010011010),3.795311689376831
234,Candidate 234 (Switches: 1010011011),2.796374559402466
235,Candidate 235 (Switches: 1010011101),2.7492587566375732
236,Candidate 236 (Switches: 1010011110),3.653451442718506
237,Candidate 237 (Switches: 1010011111),2.6359829902648926
238,Candidate 238 (Switches: 1010100101),2.5297043323516846
239,Candidate 239 (Switches: 1010100110),2.536268949508667
240,Candidate 240 (Switches: 1010100111),2.2704713344573975
241,Candidate 241 (Switches: 1010101101),2.3049376010894775
242,Candidate 242 (Switches: 1010101110),2.39400053024292
243,Candidate 243 (Switches: 1010101111),2.1269824504852295
244,Candidate 244 (Switches: 1010110001),2.6209890842437744
245,Candidate 245 (Switches: 1010110010),2.6209890842437744
246,Candidate 246 (Switches: 1010110011),2.3803153038024902
247,Candidate 247 (Switches: 1010110101),2.470381498336792
248,Candidate 248 (Switches: 1010110110),2.466012716293335
249,Candidate 249 (Switches: 1010110111),2.204102039337158
250,Candidate 250 (Switches: 1010111001),2.569204568862915
251,Candidate 251 (Switches: 1010111010),2.644763708114624
252,Candidate 252 (Switches: 1010111011),2.380824327468872
253,Candidate 253 (Switches: 1010111101),2.436276435852051
254,Candidate 254 (Switches: 1010111110),2.5076754093170166
255,Candidate 255 (Switches: 1010111111),2.229006767272949
256,Candidate 256 (Switches: 1011000101),2.5297043323516846
257,Candidate 257 (Switches: 1011000111),2.5009374618530273
258,Candidate 258 (Switches: 1011001100),2.6209890842437744
259,Candidate 259 (Switches: 1011001101),2.470381498336792
260,Candidate 260 (Switches: 1011001110),2.603611707687378
261,Candidate 261 (Switches: 1011001111),2.425253391265869
262,Candidate 262 (Switches: 1011010001),2.6209890842437744
263,Candidate 263 (Switches: 1011010011),2.603611707687378
264,Candidate 264 (Switches: 1011010101),2.470381498336792
265,Candidate 265 (Switches: 1011010111),2.425253391265869
266,Candidate 266 (Switches: 1011011000),3.4176266193389893
267,Candidate 267 (Switches: 1011011001),2.7206356525421143
268,Candidate 268 (Switches: 1011011010),3.4424350261688232
269,Candidate 269 (Switches: 1011011011),3.2710306644439697
270,Candidate 270 (Switches: 1011011100),2.7206356525421143
271,Candidate 271 (Switches: 1011011101),2.5877254009246826
272,Candidate 272 (Switches: 1011011110),3.2710306644439697
273,Candidate 273 (Switches: 1011011111),2.5182125568389893
274,Candidate 274 (Switches: 1011100100),2.4358975887298584
275,Candidate 275 (Switches: 1011100101),2.415524959564209
276,Candidate 276 (Switches: 1011100110),2.410644054412842
277,Candidate 277 (Switches: 1011100111),2.35364031791687
278,Candidate 278 (Switches: 1011101100),2.3030807971954346
279,Candidate 279 (Switches: 1011101101),2.185525417327881
280,Candidate 280 (Switches: 1011101110),2.277413845062256
281,Candidate 281 (Switches: 1011101111),2.132488489151001
282,Candidate 282 (Switches: 1011110000),2.532902956008911
283,Candidate 283 (Switches: 1011110001),2.5117766857147217
284,Candidate 284 (Switches: 1011110010),2.5117766857147217
285,Candidate 285 (Switches: 1011110011),2.464892625808716
286,Candidate 286 (Switches: 1011110100),2.3779308795928955
287,Candidate 287 (Switches: 1011110101),2.3572347164154053
288,Candidate 288 (Switches: 1011110110),2.336199998855591
289,Candidate 289 (Switches: 1011110111),2.28562331199646
290,Candidate 290 (Switches: 1011111000),2.5789716243743896
291,Candidate 291 (Switches: 1011111001),2.470548391342163
292,Candidate 292 (Switches: 1011111010),2.5571553707122803
293,Candidate 293 (Switches: 1011111011),2.4233529567718506
294,Candidate 294 (Switches: 1011111100),2.441697359085083
295,Candidate 295 (Switches: 1011111101),2.3332831859588623
296,Candidate 296 (Switches: 1011111110),2.399874448776245
297,Candidate 297 (Switches: 1011111111),2.2623090744018555
298,Candidate 298 (Switches: 1100000111),2.4169368743896484
299,Candidate 299 (Switches: 1100001011),2.6277174949645996
300,Candidate 300 (Switches: 1100001101),2.6455600261688232
301,Candidate 301 (Switches: 1100001110),2.715074062347412
302,Candidate 302 (Switches: 1100001111),2.3801729679107666
303,Candidate 303 (Switches: 1100010111),2.2800729274749756
304,Candidate 304 (Switches: 1100011011),2.6525747776031494
305,Candidate 305 (Switches: 1100011101),2.5974671840667725
306,Candidate 306 (Switches: 1100011110),2.65813946723938
307,Candidate 307 (Switches: 1100011111),2.37721848487854
308,Candidate 308 (Switches: 1100100011),2.4668939113616943
309,Candidate 309 (Switches: 1100100101),2.5297043323516846
310,Candidate 310 (Switches: 1100100110),2.4668939113616943
311,Candidate 311 (Switches: 1100100111),2.119008779525757
312,Candidate 312 (Switches: 1100101011),2.260742425918579
313,Candidate 313 (Switches: 1100101101),2.3049376010894775
314,Candidate 314 (Switches: 1100101110),2.3245747089385986
315,Candidate 315 (Switches: 1100101111),1.9912751913070679
316,Candidate 316 (Switches: 1100110011),2.3245747089385986
317,Candidate 317 (Switches: 1100110101),2.3049376010894775
318,Candidate 318 (Switches: 1100110110),2.260742425918579
319,Candidate 319 (Switches: 1100110111),1.9912750720977783
320,Candidate 320 (Switches: 1100111011),2.309776544570923
321,Candidate 321 (Switches: 1100111101),2.284783363342285
322,Candidate 322 (Switches: 1100111110),2.309776544570923
323,Candidate 323 (Switches: 1100111111),2.0127971172332764
324,Candidate 324 (Switches: 1101000011),2.536268949508667
325,Candidate 325 (Switches: 1101000101),2.5297043323516846
326,Candidate 326 (Switches: 1101000111),2.2704713344573975
327,Candidate 327 (Switches: 1101001010),2.6209890842437744
328,Candidate 328 (Switches: 1101001011),2.466012716293335
329,Candidate 329 (Switches: 1101001100),2.6209890842437744
330,Candidate 330 (Switches: 1101001101),2.470381498336792
331,Candidate 331 (Switches: 1101001110),2.3803155422210693
332,Candidate 332 (Switches: 1101001111),2.204102039337158
333,Candidate 333 (Switches: 1101010011),2.39400053024292
334,Candidate 334 (Switches: 1101010101),2.3049376010894775
335,Candidate 335 (Switches: 1101010111),2.1269824504852295
336,Candidate 336 (Switches: 1101011010),2.644763946533203
337,Candidate 337 (Switches: 1101011011),2.5076754093170166
338,Candidate 338 (Switches: 1101011100),2.569204568862915
339,Candidate 339 (Switches: 1101011101),2.436276435852051
340,Candidate 340 (Switches: 1101011110),2.380824327468872
341,Candidate 341 (Switches: 1101011111),2.229006767272949
342,Candidate 342 (Switches: 1101100010),2.4358975887298584
343,Candidate 343 (Switches: 1101100011),2.410644054412842
344,Candidate 344 (Switches: 1101100100),2.4358975887298584
345,Candidate 345 (Switches: 1101100101),2.415524959564209
346,Candidate 346 (Switches: 1101100110),2.1704211235046387
347,Candidate 347 (Switches: 1101100111),2.130868673324585
348,Candidate 348 (Switches: 1101101010),2.3030807971954346
349,Candidate 349 (Switches: 1101101011),2.1814124584198
350,Candidate 350 (Switches: 1101101100),2.3030807971954346
351,Candidate 351 (Switches: 1101101101),2.185525417327881
352,Candidate 352 (Switches: 1101101110),2.059523582458496
353,Candidate 353 (Switches: 1101101111),1.9263120889663696
354,Candidate 354 (Switches: 1101110010),2.3030807971954346
355,Candidate 355 (Switches: 1101110011),2.277414083480835
356,Candidate 356 (Switches: 1101110100),2.2158591747283936
357,Candidate 357 (Switches: 1101110101),2.1952834129333496
358,Candidate 358 (Switches: 1101110110),2.0566599369049072
359,Candidate 359 (Switches: 1101110111),2.0195562839508057
360,Candidate 360 (Switches: 1101111010),2.3731184005737305
361,Candidate 361 (Switches: 1101111011),2.2613890171051025
362,Candidate 362 (Switches: 1101111100),2.2943928241729736
363,Candidate 363 (Switches: 1101111101),2.1859495639801025
364,Candidate 364 (Switches: 1101111110),2.1119167804718018
365,Candidate 365 (Switches: 1101111111),1.9935157299041748
366,Candidate 366 (Switches: 1110000011),2.4668939113616943
367,Candidate 367 (Switches: 1110000111),2.3995261192321777
368,Candidate 368 (Switches: 1110001001),2.490476369857788
369,Candidate 369 (Switches: 1110001010),2.6209890842437744
370,Candidate 370 (Switches: 1110001011),2.408162832260132
371,Candidate 371 (Switches: 1110001101),2.477937936782837
372,Candidate 372 (Switches: 1110001110),2.603611707687378
373,Candidate 373 (Switches: 1110001111),2.3629040718078613
374,Candidate 374 (Switches: 1110010011),2.3245747089385986
375,Candidate 375 (Switches: 1110010111),2.186981439590454
376,Candidate 376 (Switches: 1110011001),2.53125
377,Candidate 377 (Switches: 1110011010),2.644763946533203
378,Candidate 378 (Switches: 1110011011),2.4456498622894287
379,Candidate 379 (Switches: 1110011101),2.428098440170288
380,Candidate 380 (Switches: 1110011110),2.5390119552612305
381,Candidate 381 (Switches: 1110011111),2.3115007877349854
382,Candidate 382 (Switches: 1110100001),2.4358975887298584
383,Candidate 383 (Switches: 1110100010),2.4358975887298584
384,Candidate 384 (Switches: 1110100011),2.1704211235046387
385,Candidate 385 (Switches: 1110100101),2.415524959564209
386,Candidate 386 (Switches: 1110100110),2.410644054412842
387,Candidate 387 (Switches: 1110100111),2.130868673324585
388,Candidate 388 (Switches: 1110101001),2.2158591747283936
389,Candidate 389 (Switches: 1110101010),2.3030807971954346
390,Candidate 390 (Switches: 1110101011),2.0566599369049072
391,Candidate 391 (Switches: 1110101101),2.1952834129333496
392,Candidate 392 (Switches: 1110101110),2.277414083480835
393,Candidate 393 (Switches: 1110101111),2.0195560455322266
394,Candidate 394 (Switches: 1110110001),2.3030807971954346
395,Candidate 395 (Switches: 1110110010),2.3030807971954346
396,Candidate 396 (Switches: 1110110011),2.059523344039917
397,Candidate 397 (Switches: 1110110101),2.185525417327881
398,Candidate 398 (Switches: 1110110110),2.1814124584198
399,Candidate 399 (Switches: 1110110111),1.9263122081756592
400,Candidate 400 (Switches: 1110111001),2.2943928241729736
401,Candidate 401 (Switches: 1110111010),2.3731184005737305
402,Candidate 402 (Switches: 1110111011),2.1119167804718018
403,Candidate 403 (Switches: 1110111101),2.1859495639801025
404,Candidate 404 (Switches: 1110111110),2.2613890171051025
405,Candidate 405 (Switches: 1110111111),1.9935157299041748
406,Candidate 406 (Switches: 1111000001),2.4358975887298584
407,Candidate 407 (Switches: 1111000011),2.4106438159942627
408,Candidate 408 (Switches: 1111000101),2.415524959564209
409,Candidate 409 (Switches: 1111000111),2.35364031791687
410,Candidate 410 (Switches: 1111001000),2.5329031944274902
411,Candidate 411 (Switches: 1111001001),2.3779308795928955
412,Candidate 412 (Switches: 1111001010),2.5117766857147217
413,Candidate 413 (Switches: 1111001011),2.336199998855591
414,Candidate 414 (Switches: 1111001100),2.5117766857147217
415,Candidate 415 (Switches: 1111001101),2.3572347164154053
416,Candidate 416 (Switches: 1111001110),2.464892625808716
417,Candidate 417 (Switches: 1111001111),2.28562331199646
418,Candidate 418 (Switches: 1111010001),2.3030807971954346
419,Candidate 419 (Switches: 1111010011),2.277414083480835
420,Candidate 420 (Switches: 1111010101),2.18552565574646
421,Candidate 421 (Switches: 1111010111),2.132488489151001
422,Candidate 422 (Switches: 1111011000),2.5789716243743896
423,Candidate 423 (Switches: 1111011001),2.441697359085083
424,Candidate 424 (Switches: 1111011010),2.5571553707122803
425,Candidate 425 (Switches: 1111011011),2.399874448776245
426,Candidate 426 (Switches: 1111011100),2.470548391342163
427,Candidate 427 (Switches: 1111011101),2.3332831859588623
428,Candidate 428 (Switches: 1111011110),2.4233527183532715
429,Candidate 429 (Switches: 1111011111),2.2623090744018555
430,Candidate 430 (Switches: 1111100000),2.3892862796783447
431,Candidate 431 (Switches: 1111100001),2.3565824031829834
432,Candidate 432 (Switches: 1111100010),2.3565824031829834
433,Candidate 433 (Switches: 1111100011),2.305553913116455
434,Candidate 434 (Switches: 1111100100),2.3565824031829834
435,Candidate 435 (Switches: 1111100101),2.3043246269226074
436,Candidate 436 (Switches: 1111100110),2.305553913116455
437,Candidate 437 (Switches: 1111100111),2.23020076751709
438,Candidate 438 (Switches: 1111101000),2.2580628395080566
439,Candidate 439 (Switches: 1111101001),2.1321847438812256
440,Candidate 440 (Switches: 1111101010),2.226093053817749
441,Candidate 441 (Switches: 1111101011),2.081291675567627
442,Candidate 442 (Switches: 1111101100),2.226093053817749
443,Candidate 443 (Switches: 1111101101),2.1020567417144775
444,Candidate 444 (Switches: 1111101110),2.1756174564361572
445,Candidate 445 (Switches: 1111101111),2.0277020931243896
446,Candidate 446 (Switches: 1111110000),2.2580628395080566
447,Candidate 447 (Switches: 1111110001),2.226093053817749
448,Candidate 448 (Switches: 1111110010),2.22609281539917
449,Candidate 449 (Switches: 1111110011),2.1756174564361572
450,Candidate 450 (Switches: 1111110100),2.1321845054626465
451,Candidate 451 (Switches: 1111110101),2.1020567417144775
452,Candidate 452 (Switches: 1111110110),2.081291675567627
453,Candidate 453 (Switches: 1111110111),2.0277020931243896
454,Candidate 454 (Switches: 1111111000),2.3487112522125244
455,Candidate 455 (Switches: 1111111001),2.233780860900879
456,Candidate 456 (Switches: 1111111010),2.317641019821167
457,Candidate 457 (Switches: 1111111011),2.1831600666046143
458,Candidate 458 (Switches: 1111111100),2.233780860900879
459,Candidate 459 (Switches: 1111111101),2.1189448833465576
460,Candidate 460 (Switches: 1111111110),2.1831600666046143
461,Candidate 461 (Switches: 1111111111),2.0446484088897705
